date,last_close,last_vol,last_pct_change,target
2020-08-07 16:00:00,16.62,159117.0,-0.0012019230769230171,16.64
2020-08-07 15:45:00,16.58,262020.0,-0.002406738868832914,16.62
2020-08-07 15:30:00,16.5444,68180.0,-0.0021471652593485486,16.58
2020-08-07 15:15:00,16.54,54259.0,-0.0002659510166582724,16.5444
2020-08-07 15:00:00,16.537,93769.0,-0.00018137847642085703,16.54
2020-08-07 14:45:00,16.5356,52915.0,-8.465864425233337e-05,16.537
2020-08-07 14:30:00,16.56,43742.0,0.0014756041510437525,16.5356
2020-08-07 14:15:00,16.5201,54787.0,-0.0024094202898550248,16.56
2020-08-07 14:00:00,16.54,44051.0,0.001204593192535075,16.5201
2020-08-07 13:45:00,16.55,56930.0,0.0006045949214028568,16.54
2020-08-07 13:30:00,16.565,74467.0,0.0009063444108761145,16.55
2020-08-07 13:15:00,16.52,58431.0,-0.00271657108361012,16.565
2020-08-07 13:00:00,16.535,75427.0,0.0009079903147699576,16.52
2020-08-07 12:45:00,16.551,58103.0,0.0009676443906863065,16.535
2020-08-07 12:30:00,16.5,60740.0,-0.003081384810585397,16.551
2020-08-07 12:15:00,16.47,87941.0,-0.001818181818181941,16.5
2020-08-07 12:00:00,16.5133,76766.0,0.0026290224650882266,16.47
2020-08-07 11:45:00,16.52,89739.0,0.0004057335602209999,16.5133
2020-08-07 11:30:00,16.57,114692.0,0.003026634382566673,16.52
2020-08-07 11:15:00,16.52,66716.0,-0.003017501508750797,16.57
2020-08-07 11:00:00,16.53,60165.0,0.000605326876513379,16.52
2020-08-07 10:45:00,16.46,108581.0,-0.004234724742891771,16.53
2020-08-07 10:30:00,16.48,107005.0,0.0012150668286754485,16.46
2020-08-07 10:15:00,16.45,139307.0,-0.0018203883495145898,16.48
2020-08-07 10:00:00,16.4061,567757.0,-0.002668693009118539,16.45
2020-08-07 09:45:00,16.52,12888.0,0.006942539665124592,16.4061
2020-08-07 09:30:00,16.45,5165.0,-0.004237288135593209,16.52
